taxi_group_name,driver_full_name,disabled,deleted,vehicle_brand,experience_group,awards,endurance_score,profitability_score,safety_adherence_score,efficiency_score,no_of_1_star_rating,no_of_2_star_rating,no_of_3_star_rating,no_of_4_star_rating,no_of_5_star_rating
"Gardiner, Smith and Williams",Timothy Gill,0,0,9,4,0,-1.00896,-1.44504,-0.925673,-1.12621,0,4,5,59,54
"Gardiner, Smith and Williams",Laura Miller,0,0,6,4,0,-0.217448,-0.0871162,-0.70221,0.410831,7,21,35,25,20
"Gardiner, Smith and Williams",Christopher Hartley,0,0,9,2,0,0.492585,0.144545,0.895383,0.429057,8,21,39,19,23
"Gardiner, Smith and Williams",Harriet West,0,0,7,5,1,0.470891,0.583105,0.175265,1.74666,5,6,3,43,51
"Gardiner, Smith and Williams",Shannon Moore,0,0,9,1,0,0.431881,0.710437,-0.215742,0.117908,1,29,43,20,25
"Gardiner, Smith and Williams",Naomi Allen,0,0,3,2,1,0.817619,0.113817,0.0322951,1.57462,16,23,49,18,24
"Gardiner, Smith and Williams",Lindsey Brookes,0,0,17,6,0,0.0368355,-0.116202,0.382875,-0.288292,19,41,45,7,11
"Gardiner, Smith and Williams",Gail Lyons,0,0,11,1,1,0.714091,0.284403,0.923725,0.596286,17,16,41,25,15
"Gardiner, Smith and Williams",Neil Nicholson,0,0,15,4,0,-0.141477,1.38204,-1.17308,-0.30817,12,13,20,45,45
"Gardiner, Smith and Williams",Eleanor Johnson,1,0,3,4,0,-0.667108,-0.932183,0.0227014,0.773184,7,12,26,38,56
"Gardiner, Smith and Williams",Reece Savage,0,0,17,5,0,0.177393,0.878137,1.9958,-1.2884,16,31,56,13,11
"Gardiner, Smith and Williams",Amy Burton,1,0,12,1,0,0.773542,-0.696255,-0.0345661,-1.26254,8,23,25,51,34
"Gardiner, Smith and Williams",Joanna Clark,0,0,8,4,0,0.898443,-0.811909,-1.19883,-0.0134037,-1,9,1,52,52
"Gardiner, Smith and Williams",Victoria Carroll,0,0,9,5,0,-1.24275,-1.66611,-0.403804,-0.0680969,2,1,3,55,55
"Gardiner, Smith and Williams",Nigel Bailey,0,0,2,5,1,2.22479,1.19019,0.579752,0.9455,2,9,13,35,43
"Gardiner, Smith and Williams",Louis Thomas,0,0,4,1,0,1.05718,-0.341748,-0.125689,-0.376446,19,30,55,11,12
"Gardiner, Smith and Williams",Terence Thompson,0,0,2,1,0,-1.141,-0.45828,-0.954609,-0.604694,3,9,24,53,44
"Gardiner, Smith and Williams",Nicole Watts,0,0,8,2,0,-0.289505,-0.524672,-0.366339,0.660112,17,37,37,16,16
"Gardiner, Smith and Williams",Conor Frost,1,0,12,5,0,1.29969,1.35098,0.0162682,0.305294,5,27,45,20,25
"Gardiner, Smith and Williams",Pamela Hill,0,0,4,6,0,0.570585,0.115485,0.324592,0.05377,18,23,37,22,17
"Gardiner, Smith and Williams",Abdul Harrison,0,0,12,4,0,-0.00542001,0.0227605,-0.268435,1.54601,7,23,16,28,45
"Gardiner, Smith and Williams",Ellie Knight,0,0,16,3,0,-0.0218801,1.7913,4.98337,-0.584593,12,36,42,29,32
Parker-Higgins,Gary Jones,0,0,3,1,0,-1.25791,-0.786132,-1.01507,0.700927,4,18,25,39,32
Parker-Higgins,Benjamin Bell,0,0,15,5,1,0.79353,1.63223,0.458458,1.46418,5,8,4,65,46
Parker-Higgins,Hugh Graham,0,0,12,1,0,-0.128537,-0.324937,-0.414793,1.69403,16,11,23,48,43
Parker-Higgins,Shirley Akhtar,0,0,1,3,0,-0.22828,1.47882,-0.45266,0.234135,12,18,35,33,22
Parker-Higgins,Elliott Murray,0,0,14,5,0,-0.151555,-0.751689,-0.702625,1.55905,5,23,23,29,45
Parker-Higgins,Phillip Bradshaw,0,0,16,2,0,0.1314,0.105769,4.06136,-1.34747,5,15,24,43,47
"Robertson, James and Graham",Kieran White,0,0,2,1,0,0.934138,1.75215,0.629038,0.332367,14,17,29,30,30
"Robertson, James and Graham",Douglas Kerr,0,0,12,4,0,-0.480589,-0.133834,-0.835488,0.477846,13,24,33,28,28
"Robertson, James and Graham",Trevor Collins,1,0,17,2,0,-0.090477,0.109269,0.141185,-0.434343,21,36,48,15,12
"Robertson, James and Graham",Mohammed Young,0,0,0,5,0,-0.474139,0.119046,-0.514069,-0.229581,5,5,16,45,59
"Robertson, James and Graham",Stanley Burton,0,0,10,5,0,0.736632,1.30847,0.276073,-0.470053,19,33,42,14,23
"Robertson, James and Graham",Alexander Davidson,0,0,14,3,0,1.09106,-1.72699,-0.921536,-1.56498,-1,1,2,67,59
"Robertson, James and Graham",Mohammed Walters,0,0,14,5,0,-1.02851,-1.47819,-0.672002,-0.852339,3,7,4,69,49
"Robertson, James and Graham",Linda Davies,0,0,3,1,0,-1.6806,-1.35503,-0.0916863,-0.889888,17,32,52,10,5
"Robertson, James and Graham",Paul Miah,0,0,15,6,0,-1.08358,-0.915572,-0.294828,-0.709212,6,16,27,53,56
"Robertson, James and Graham",Jamie Mason,0,0,5,1,0,0.454898,0.733533,-0.18175,-0.758405,14,41,73,7,14
"Robertson, James and Graham",Judith Morgan,0,0,14,4,0,-0.143095,1.33744,-0.229935,0.335088,8,16,23,58,47
"Robertson, James and Graham",Joyce Sharpe,0,0,8,6,0,0.611083,0.905488,0.0396184,-0.387691,17,33,51,23,14
"Robertson, James and Graham",Amelia Howell,0,0,7,5,1,0.369891,0.663105,0.162265,1.79266,5,7,2,47,52
"Robertson, James and Graham",Vincent Ali,0,0,11,3,1,0.51184,-0.973429,0.87218,-0.718179,20,34,46,32,22
"Robertson, James and Graham",Natasha Stevens,0,0,9,3,0,-0.356836,1.66154,0.131939,0.123665,22,42,52,12,14
"Robertson, James and Graham",Luke Todd,0,0,17,3,0,1.28852,0.346269,1.7069,-0.503673,10,37,45,18,20
"Robertson, James and Graham",Shannon King,0,0,14,6,1,0.323781,2.47236,-0.527178,0.426915,14,19,27,27,32
"Robertson, James and Graham",Charlotte Murphy,0,0,17,2,0,0.166165,-1.16258,-1.1581,-0.129247,0,5,2,56,57
"Robertson, James and Graham",Justin Gregory,0,0,12,5,0,-0.0707513,0.0722692,-0.363999,-0.237271,10,21,41,10,16
"Robertson, James and Graham",Mitchell Fletcher,0,0,10,1,0,-0.358524,0.0076834,1.1652,-0.85651,25,27,57,13,16
"Robertson, James and Graham",Jodie Wilson,0,0,14,5,0,1.89259,-0.722868,0.388407,-1.42828,16,46,57,4,-3
"Robertson, James and Graham",Dennis Marshall,0,0,10,5,0,1.59884,-0.37622,0.300773,-1.24509,6,4,0,58,55
"Robertson, James and Graham",Jacob Singh,0,0,4,1,0,0.118786,-1.14701,-0.914953,-1.06355,6,24,29,49,32
"Holmes, Rowe and Williamson",Molly Webb,0,0,11,6,0,-0.504824,-0.317211,0.376274,-1.29127,16,26,41,32,22
"Holmes, Rowe and Williamson",Jack Payne,0,0,3,5,0,0.564475,1.20705,0.207394,-0.677727,18,29,52,16,10
"Holmes, Rowe and Williamson",Elliott Bennett,0,0,12,1,0,2.8115,-0.341611,-0.994031,-0.873891,14,43,54,8,7
"Holmes, Rowe and Williamson",Mary Fleming,0,0,9,1,0,0.177657,-0.0486249,0.298733,-0.559831,21,40,45,13,16
"Holmes, Rowe and Williamson",Caroline Hill,0,0,0,1,0,-0.228066,1.43367,0.772634,0.647937,3,8,15,53,43
"Holmes, Rowe and Williamson",Jonathan Armstrong,0,0,17,2,0,2.1754,-0.566811,-0.542916,-0.0685617,5,16,28,37,20
"Holmes, Rowe and Williamson",Martin Clark,0,0,1,3,0,-0.853518,0.139505,1.59239,-1.75989,7,34,31,20,29
"Holmes, Rowe and Williamson",Jane Jones,0,0,6,2,0,-1.15654,-0.893031,-0.98671,-0.0422518,8,10,22,36,51
"Holmes, Rowe and Williamson",Timothy Wall,0,0,0,6,0,-0.95384,-1.75138,-0.354467,-1.25401,25,35,60,6,4
"Holmes, Rowe and Williamson",Sally Brown,0,0,17,5,0,0.283393,0.881137,1.9568,-1.2904,17,31,52,16,14
"Holmes, Rowe and Williamson",Amelia O'Donnell,0,0,3,6,0,-0.0535959,-0.73638,-0.464871,1.11016,0,5,6,52,53
"Holmes, Rowe and Williamson",Lisa James,0,0,17,1,0,-1.57965,-1.18888,-0.199558,-0.236272,6,5,13,56,49
"Holmes, Rowe and Williamson",Glenn Lewis,0,0,11,2,0,1.24152,0.622783,0.215907,-0.617247,7,36,50,17,17
"Holmes, Rowe and Williamson",Yvonne Shepherd,0,0,0,4,0,0.279833,0.181571,-0.638817,-0.0580108,12,43,56,8,4
"Holmes, Rowe and Williamson",Adam Woods,0,1,9,3,0,0.899738,0.594854,-0.537922,0.368228,10,22,33,24,23
"Holmes, Rowe and Williamson",Lynda Randall,0,0,3,3,0,-0.302563,-0.852231,-1.05537,0.887841,1,5,7,62,60
"Holmes, Rowe and Williamson",Helen Howe,0,1,0,2,0,-1.97266,-2.1709,4.95056,-2.12003,11,23,32,37,43
"Holmes, Rowe and Williamson",Louise Saunders,0,0,0,4,0,-0.372033,-0.252177,0.735284,-1.0895,13,34,60,13,10
"Holmes, Rowe and Williamson",Julie Clark,0,0,17,6,0,-0.696894,-0.438527,-0.776151,1.07792,9,21,23,35,32
"Holmes, Rowe and Williamson",David Edwards,0,0,9,3,0,-0.807638,-0.629769,-1.02164,-0.154595,8,20,25,54,49
"Holmes, Rowe and Williamson",Helen Stanley,0,0,4,6,0,0.473585,0.038485,0.484592,0.15477,20,24,40,21,19
"Holmes, Rowe and Williamson",Fiona Patel,0,0,12,1,0,-0.409975,0.938923,-0.0950446,1.07559,12,14,24,46,45
"Holmes, Rowe and Williamson",Melissa Mitchell,0,0,12,1,0,-1.53812,-0.623391,-1.24629,0.120978,-2,1,3,71,47
"Holmes, Rowe and Williamson",Glen Wallace,0,0,17,5,0,0.325146,-0.107512,-0.527895,-0.247374,23,27,43,15,16
"Holmes, Rowe and Williamson",Dean Saunders,0,0,0,4,0,-0.267365,-0.654934,0.430375,-1.17571,17,33,57,9,10
Kay PLC,Gavin Perkins,0,0,4,6,0,-0.941594,-1.24205,-1.21426,-0.870461,1,11,9,49,43
Kay PLC,Francis Robinson,0,0,17,5,0,0.237393,0.902137,1.8528,-1.1624,15,31,54,12,15
Kay PLC,Joanna Davies,0,0,15,1,0,0.47139,1.74117,0.298407,2.8266,2,0,3,68,69
Kay PLC,Samantha Barton,0,0,6,6,0,-0.491611,-0.564872,-0.416135,0.233757,10,27,34,25,18
Kay PLC,Conor Burgess,0,0,8,6,0,0.249069,0.467218,1.47731,-0.0497667,5,8,11,47,46
Kay PLC,Francesca Henderson,0,0,13,1,0,0.0308456,-0.577401,-0.245849,-0.434554,21,20,62,12,8
Kay PLC,Rosie Johnson,0,0,17,2,0,0.261165,-1.18658,-1.1451,-0.0242474,4,3,5,58,55
Kay PLC,Keith Taylor,0,0,9,3,0,-0.0517641,0.281971,-0.367967,1.8204,8,4,18,44,30
Kay PLC,Brandon Taylor,0,1,9,4,0,0.840188,0.322404,-0.0299296,-0.20279,12,35,48,11,11
Kay PLC,James Sutton,0,1,15,6,0,0.0990386,0.716605,1.34329,-0.0238873,9,36,45,16,17
Kay PLC,Ashleigh Stone,0,0,6,1,0,-0.168888,0.539728,-0.485972,0.787671,0,7,8,51,63
Kay PLC,Raymond Thorpe,0,0,12,2,0,-0.329836,-1.54554,-1.45237,-0.612524,3,23,18,37,54
Kay PLC,Stanley Howe,0,0,1,2,0,-0.567904,0.557927,-0.686245,1.54107,9,16,21,39,46
Kay PLC,Brandon Turner,0,0,8,5,0,-0.709343,-1.5592,-0.539619,-1.64451,19,34,60,4,11
Kay PLC,Julie Taylor,0,0,0,2,0,-1.10477,-1.89844,-1.45227,-0.47033,8,22,37,43,26
Kay PLC,Dominic Thomas,0,0,15,4,0,-0.313425,-0.66967,2.27578,-0.966564,0,6,11,57,54
Kay PLC,Vincent McDonald,0,0,1,5,0,-1.10065,-0.516803,-1.01833,-0.196491,3,17,35,43,46
Kay PLC,Michael Chan,0,0,0,2,0,-0.504492,-1.3521,-0.710558,0.54932,26,30,44,16,9
Kay PLC,Bethan Goodwin,0,0,9,1,0,-0.695343,-0.049724,-1.30078,-1.06284,12,20,38,27,23
Kay PLC,Carly Turner,0,0,3,2,0,-0.48953,-1.10108,-1.0821,-1.17834,3,7,20,46,43
Kay PLC,Laura Brown,0,0,17,1,0,-0.846246,0.445033,3.44347,-0.0263348,14,27,46,8,12
Kay PLC,Sarah Ali,0,0,14,5,0,1.60516,-0.347882,0.0684287,-1.27861,24,40,54,1,5
Kay PLC,Sarah Horton,0,0,3,1,0,-1.7896,-1.32703,-0.140686,-0.888888,13,33,55,10,8
Kay PLC,Stacey Spencer,0,0,17,1,0,-1.00385,-0.891256,-0.21593,-0.841234,5,3,10,58,54
Kay PLC,Mark Smith,0,0,13,1,0,0.383457,0.650901,0.18929,0.500665,13,31,34,31,24
Kay PLC,Jonathan Harvey,0,0,4,6,0,0.956314,-0.499758,-0.33155,-0.277305,11,22,32,31,33
Kay PLC,Darren Ward,0,0,0,2,0,-0.0427046,0.405991,-0.0774349,-0.946909,18,50,56,7,6
Kay PLC,Aimee Howard,0,0,6,3,0,0.113139,1.18468,0.791923,-1.59651,18,29,43,11,13
Kay PLC,Jodie Baldwin,0,0,15,6,1,-0.707363,0.602427,2.38382,-0.615455,5,12,13,47,31
Kay PLC,Guy Shah,0,0,14,1,1,1.41216,3.33534,0.898442,2.09476,0,4,6,73,79
Kay PLC,Annette Barber,0,1,9,1,0,0.232657,0.0643751,0.442733,-0.624831,22,34,42,10,18
Kay PLC,Janice Taylor,0,0,16,3,1,0.351665,-0.144156,2.54076,-0.727248,20,26,56,15,17
Kay PLC,Heather Williams,0,0,14,3,0,-1.64578,-1.69541,-1.61636,-0.970805,13,19,30,36,21
Kay PLC,Ricky Jones,0,0,2,1,0,0.881138,1.67715,0.596038,0.501367,11,21,24,31,29
Kay PLC,Kelly Jennings,0,0,0,4,0,0.0922186,0.546234,-0.72613,-0.105197,16,27,56,25,14
Kay PLC,Leslie Owen,0,0,8,4,0,3.20957,-0.0131798,-1.04031,0.328195,3,17,19,39,32
Kay PLC,Grace Phillips,0,0,0,3,0,-0.365916,-0.21821,-0.721638,-0.125735,32,34,74,2,3
Kay PLC,Jack Black,0,0,15,5,0,0.14401,1.90844,-0.235908,1.46391,9,22,21,36,30
Kay PLC,Joyce Stevenson,0,0,9,2,0,0.239792,-0.672635,-0.218499,1.46015,14,22,17,36,27
Kay PLC,Roy Stewart,0,0,14,2,1,1.41987,0.413806,1.71851,1.43998,10,13,32,30,40
Kay PLC,Kieran Moore,0,0,11,2,0,1.18552,0.677783,0.0999072,-0.677247,9,40,49,15,20
Kay PLC,Conor Collins,0,0,17,6,0,0.0372361,0.430724,-0.258849,1.7545,5,9,16,49,58
Kay PLC,Catherine Williams,0,0,9,1,0,-0.786343,-0.070724,-1.14878,-0.87584,12,18,37,29,22
Kay PLC,Jenna Hardy,0,0,7,5,1,0.433891,0.646105,0.190265,1.86766,6,9,3,45,48
Kay PLC,Garry Boyle,0,0,12,3,0,0.642151,-0.174394,-1.08821,-0.648317,18,50,46,7,7
Kay PLC,Alexander Curtis,0,0,4,6,0,0.554585,0.011485,0.390592,0.19177,16,23,38,24,17
Kay PLC,Charlie Taylor,0,0,12,3,0,-0.0278801,-0.338604,-0.338908,0.0821517,13,32,53,16,11
Kay PLC,Elizabeth Walton,0,0,16,3,0,-0.748677,-0.206118,0.824795,-1.35481,13,28,43,20,32
Kay PLC,Damian Young,0,0,5,3,0,-0.432348,0.662625,0.412765,1.18524,2,10,13,49,37
Kay PLC,Paul Clarke,0,0,5,6,0,0.311918,0.390774,0.0552309,1.70402,10,19,43,26,24
Kay PLC,Malcolm West,0,1,14,6,1,0.434781,2.56336,-0.464178,0.426915,12,18,28,31,32
Kay PLC,Julia Sinclair,1,0,14,2,0,4.70185,-1.34163,-0.407815,-1.21724,9,32,53,14,20
Kay PLC,Ruth Howe,0,0,10,5,1,0.842492,1.36465,0.424084,1.19164,13,18,22,53,46
Kay PLC,Sian Thomas,0,0,12,5,0,-0.977134,-0.634875,-0.939758,-0.510607,16,23,22,40,28
Thomas Inc,Natasha Alexander,0,0,8,4,0,-0.435602,-0.522813,-0.371692,1.1993,3,0,-2,60,64
Thomas Inc,Lesley Allan,0,0,12,2,0,-0.331091,-0.0387135,-0.863392,-1.05833,1,0,0,52,48
Thomas Inc,Toby Warren,0,0,17,4,1,0.90068,1.19237,0.926827,1.10531,3,7,15,56,62
Thomas Inc,Ronald Cooper,0,0,12,4,0,-0.303926,-0.963762,-1.05733,-1.33111,4,9,12,60,56
Thomas Inc,Brenda Rogers,0,0,2,5,1,2.26179,1.20419,0.596752,0.9705,4,5,11,37,44
Thomas Inc,Abdul Stevens,0,0,3,2,0,-0.86131,-0.505708,-1.14331,0.867807,11,24,46,22,20
Thomas Inc,Conor Stanley,0,0,12,2,0,0.704202,-0.150309,-0.223702,0.705652,11,47,59,2,3
Thomas Inc,Jill Rees,0,0,10,5,0,0.676632,1.42047,0.205073,-0.464053,14,33,38,19,20
Thomas Inc,Katy Ross,0,0,2,4,0,1.4491,2.79646,1.34834,0.782133,7,12,12,46,54
Thomas Inc,Irene Roberts,0,1,13,1,0,-0.883146,-0.746791,-1.16617,-0.570901,7,15,30,36,30
Thomas Inc,Alan Skinner,0,0,15,3,0,0.0812578,0.404094,0.282728,0.0940439,13,18,30,30,37
Thomas Inc,Helen Hart,0,0,2,1,0,-0.287297,0.120323,-0.357523,0.00769961,15,20,36,15,31
Thomas Inc,Nathan Coates,0,0,17,1,0,1.03269,2.41115,1.09398,0.509485,13,17,22,35,46
Thomas Inc,Tina Price,0,0,5,5,0,0.239146,1.48046,0.0271078,0.574696,18,39,54,16,21
Thomas Inc,Julian Johnson,0,0,0,5,0,0.323891,0.659637,0.107164,0.761719,18,26,51,11,18
Thomas Inc,Owen Charlton,0,0,17,1,0,-0.670246,0.496033,3.35247,-0.0153348,15,30,44,6,9
Thomas Inc,Michelle Martin,1,0,17,4,0,0.239705,-0.983348,-0.753948,-1.22643,5,15,23,29,39
Thomas Inc,Gerard Thomas,0,0,1,2,0,0.977234,-0.530296,1.13458,-0.0211141,3,4,18,63,57
Thomas Inc,Grace Murphy,0,0,4,6,0,1.09531,-0.462758,-0.35155,-0.360305,11,23,33,29,32
Thomas Inc,Julia Pollard,0,0,1,5,0,0.0469022,0.172813,-0.0707184,-0.300377,20,24,47,14,21
Thomas Inc,Wayne Quinn,0,0,12,3,0,-1.18573,-1.48467,-1.13722,-0.223133,9,15,21,42,41
Thomas Inc,Terry Norris,0,0,12,4,1,1.66702,2.46336,1.14768,1.11731,10,12,22,36,47
Thomas Inc,Harriet Ryan,0,0,5,5,0,0.182146,1.46246,-0.0368922,0.669696,17,42,55,17,17
Thomas Inc,Glen Joyce,0,1,10,1,0,-0.683205,-0.0439532,0.296027,-0.940048,6,5,5,55,48
Thomas Inc,Susan Wilson,0,0,0,6,0,0.481898,-0.86462,-0.859162,0.758461,23,53,49,-2,9
Thomas Inc,Roy Welch,0,0,2,1,0,-1.157,-0.39828,-1.00761,-0.549694,4,8,21,55,44
Thomas Inc,Jessica Clark,0,0,9,2,0,0.420585,0.0665447,0.901383,0.379057,9,18,33,19,30
Thomas Inc,Gail Wilson,0,0,12,4,0,-0.124105,1.68264,0.690164,2.38033,4,9,5,39,70
Thomas Inc,Leanne Wood,0,0,15,1,0,-1.62825,0.0096834,0.527239,-0.434397,12,32,45,21,28
Summers-Watson,Christian Slater,0,0,15,6,1,-0.711048,2.49349,1.07904,1.37629,4,18,38,13,24
Summers-Watson,Tony Wright,0,1,5,3,0,-0.371348,0.576625,0.447765,1.11124,3,12,14,46,36
Summers-Watson,Hannah Wilson,0,0,16,5,0,-0.453955,0.573471,1.37186,0.749167,17,35,45,10,15
Summers-Watson,Douglas Dunn,0,0,9,3,0,-1.13973,-1.24408,-0.761494,-1.3723,6,11,30,34,32
Summers-Watson,Kathleen Clark,0,0,14,3,0,-0.0683505,-0.357142,-0.226807,0.432225,23,31,44,15,23
Summers-Watson,Tina Mitchell,0,0,14,6,0,0.229587,-1.03461,0.0427363,1.19901,9,21,18,30,28
Summers-Watson,Gillian Taylor,0,0,1,5,0,-1.23765,-0.400803,-1.10333,-0.117491,4,16,33,46,46
Summers-Watson,Arthur Stephens,0,0,16,6,0,-0.529925,0.0423,0.505134,0.308793,6,9,27,36,27
Summers-Watson,Roy James,0,0,3,6,0,-0.0605959,-0.58538,-0.489871,1.09316,-1,7,6,52,54
Summers-Watson,Phillip Watts,0,1,14,5,0,1.54316,-0.449882,-0.0275713,-1.31761,23,41,54,0,6
Summers-Watson,Tracey Ward,0,0,16,3,0,0.348292,1.66144,1.74706,0.131804,15,24,55,14,25
Summers-Watson,Duncan Norris,0,0,10,1,0,-1.34664,-0.0240873,-0.796868,1.80302,9,23,27,41,29
Summers-Watson,Kevin Thomas,0,0,9,1,0,0.360958,0.00635967,0.230204,0.351884,8,27,38,17,30
Summers-Watson,Alison Mahmood,0,0,5,5,0,1.96343,0.619519,0.334338,-0.816336,9,17,24,32,37
Summers-Watson,Angela Carter,0,0,17,4,0,0.378488,-0.0543648,0.245003,0.424743,2,11,22,33,47
Summers-Watson,Gary Lowe,0,0,9,5,0,0.0252359,-0.497827,-0.0459937,0.724823,24,43,59,14,13
Summers-Watson,Kirsty Hughes,0,0,1,5,0,-0.212036,0.225905,-0.737034,1.30587,5,22,28,25,35
Summers-Watson,Max Norton,0,0,15,5,0,-0.566003,0.93449,-1.02486,0.0182549,10,42,41,21,23
Summers-Watson,Maurice Bishop,0,0,14,4,0,-1.88574,-1.69589,-0.962769,-0.383408,9,38,52,12,16
Summers-Watson,Melissa Parry,0,0,3,5,0,0.315794,0.625286,-0.332443,1.74133,6,17,33,33,43
Summers-Watson,Charlene Banks,0,0,14,5,0,-0.436738,-1.07929,-0.164307,-0.513676,14,27,51,17,6
Summers-Watson,Janet Ali,0,0,12,5,0,1.22701,1.51073,0.585618,2.06634,8,20,17,48,46
Summers-Watson,Francesca Sheppard,0,0,12,2,0,0.55469,0.00700906,0.419693,-0.355928,13,24,50,26,17
Summers-Watson,Leanne Warner,0,0,3,3,0,-1.23942,-0.983409,-1.02773,-0.0721485,8,6,22,49,41
Summers-Watson,Rachael Bentley,0,0,17,6,0,0.156236,0.426724,-0.216849,1.9385,5,6,13,48,56
Summers-Watson,Gregory Williams,0,0,2,3,0,0.187126,-0.256241,0.549913,0.465191,15,40,32,22,14
Summers-Watson,Holly Wilson,0,0,16,3,1,0.326665,-0.216156,2.38476,-0.720248,22,29,55,16,14
Summers-Watson,Eileen Bull,0,0,9,3,0,-0.000764112,0.0949713,-0.340967,1.7864,4,3,17,44,28
Summers-Watson,Charlie Anderson,0,0,15,3,0,-0.98488,0.468173,-0.852253,0.178828,18,29,56,13,17
Summers-Watson,Suzanne Hudson,0,0,6,6,0,-0.441611,-0.604872,-0.438135,0.0997572,14,30,40,24,19
Summers-Watson,Katy Hunt,0,1,0,5,0,-0.421739,0.836063,1.25263,1.31317,6,18,38,28,31
Summers-Watson,Leslie Williams,0,0,12,5,0,-0.275074,0.280434,-0.0558119,0.384688,18,42,46,9,17
Summers-Watson,Malcolm Moore,0,0,13,1,0,1.45533,0.726834,0.0808243,-0.616314,21,32,63,12,11
Summers-Watson,Aimee Slater,0,0,17,2,0,0.957941,-0.108861,0.141057,-1.37361,7,8,13,64,64
Summers-Watson,Sam Mason,0,0,8,4,0,-0.393602,-0.560813,-0.376692,1.2553,0,1,-1,60,62
Summers-Watson,Gary Robinson,0,0,13,1,0,-0.214164,0.426502,1.45234,-0.335652,18,43,55,7,9
Summers-Watson,Marian Carter,0,0,12,3,0,-0.741636,-0.954638,-0.985314,-0.545904,23,47,55,10,3
Summers-Watson,Joanne O'Donnell,0,0,12,1,0,0.577986,0.117331,0.238233,1.86421,1,8,8,55,57
Summers-Watson,Jeffrey Simpson,0,0,12,4,0,-1.05506,-0.700775,-1.34364,-0.280033,4,30,31,29,29
Summers-Watson,Scott Gordon,0,0,15,6,0,0.0970386,0.718605,1.29829,-0.0188873,13,38,43,21,15
Summers-Watson,Jay Bailey,0,0,1,6,1,2.17545,1.61597,0.730359,1.06668,3,9,15,49,58
Summers-Watson,Josh Jones,0,0,6,5,0,-0.104358,-0.549862,-0.887507,-0.875201,3,3,7,67,53
Summers-Watson,Gillian Khan,0,0,6,5,0,0.656868,0.648771,-0.322916,-0.0883207,10,13,32,47,43
Summers-Watson,Louis Hill,0,0,14,4,0,-0.998449,-1.54267,-0.848392,-0.738718,1,5,2,56,54
Summers-Watson,Heather Morris,0,0,3,5,0,0.656475,1.05005,0.278394,-0.554727,19,32,51,15,9
Summers-Watson,Stephen Dobson,0,0,12,5,0,-0.285779,-0.608276,-0.69552,0.232138,11,16,19,24,56
Summers-Watson,Guy Wheeler,0,0,15,1,0,-1.30423,-1.13449,2.81083,0.0176652,6,5,9,56,57
Summers-Watson,Lynne Potter,0,0,0,4,0,-1.29394,-1.66539,-0.996026,-1.4247,11,19,23,48,36
Summers-Watson,Leigh Evans,0,0,9,2,0,-0.448485,-0.537353,0.197704,-0.214202,13,22,49,14,17
Summers-Watson,Dean Evans,0,0,6,1,0,0.22758,-0.0761411,-0.0487049,1.01959,16,31,25,30,24
Summers-Watson,Katherine Morley,0,0,4,2,0,-0.664677,-1.75372,-1.41055,-1.91343,3,24,36,18,18
Summers-Watson,Graeme Owen,0,0,9,3,0,1.12104,-0.350715,0.24037,-0.639851,15,36,47,5,14
Summers-Watson,Malcolm Phillips,0,0,9,3,0,-0.68299,-0.497913,-0.887865,0.864671,11,18,32,27,23
Summers-Watson,Conor Ellis,1,0,3,4,0,0.268557,1.3073,-0.207721,1.00088,13,24,41,19,30
Summers-Watson,Melissa Armstrong,0,1,14,6,0,0.256587,-0.986612,-0.0282637,1.18901,12,26,16,30,28
Summers-Watson,Sheila Hall,0,0,0,3,0,-0.267593,0.337485,-0.847373,3.17926,16,32,41,19,8
Summers-Watson,Suzanne O'Donnell,0,0,14,5,1,1.23817,0.551933,0.877859,1.10656,3,5,2,56,56
Summers-Watson,Stephanie Barton,0,0,11,3,0,-0.730696,-0.827693,-0.709932,-0.614486,24,37,61,4,3
Summers-Watson,Roger Hyde,0,0,15,3,0,0.752172,0.11416,0.676856,-0.780475,17,43,42,8,7
Summers-Watson,Lynne Andrews,0,0,9,4,0,0.300598,0.24047,0.454637,-1.07253,13,29,59,8,6
Summers-Watson,Lee Porter,0,0,10,3,0,0.51835,0.677242,0.192715,1.09976,9,22,25,42,30
Summers-Watson,Aimee Bradshaw,0,1,9,2,0,-0.92939,-0.858585,-0.375742,-0.797405,3,5,13,43,51
Summers-Watson,Terence Hill,0,0,17,5,0,0.162087,0.318058,-0.371277,0.977175,13,29,39,22,23
Summers-Watson,Alice Ward,0,0,3,1,0,-0.0735946,-0.425899,-0.393766,2.07941,13,20,32,36,32
Summers-Watson,Wayne Horton,0,0,0,2,0,0.0743942,1.53592,0.828185,-0.0608027,5,15,22,54,49
Summers-Watson,Barbara Black,0,0,11,2,0,-0.930311,-1.49842,-1.8847,-0.183908,14,19,34,40,31
Summers-Watson,Hugh Dale,0,0,17,3,0,-1.01974,0.0452075,-0.267004,-1.11507,8,27,43,20,16
Smith-King,Karen Akhtar,0,0,6,3,0,-0.321444,-0.561135,-1.14707,-1.14249,13,25,40,35,23
Smith-King,Paula Hilton,0,0,17,2,0,0.932941,-0.158861,0.233057,-1.40561,6,11,15,67,62
Smith-King,Gerard Hill,0,0,17,5,0,-0.00164503,0.449377,-0.28893,0.943104,6,7,18,48,40
